10017.3764483 6395.193574 0
10020.4746849 6395.193574 0
10023.5729215 6395.193574 0
10026.6711581 6395.193574 0
10029.7693947 6395.193574 0
10032.8676313 6395.193574 0
10035.9658679 6395.193574 0
10039.0641045 6395.193574 0
10042.1623411 6395.193574 0
10045.2605777 6395.193574 0
10048.3588143 6395.193574 0
10051.4570509 6395.193574 0
10054.5552875 6395.193574 0
10057.653524 6395.193574 0
10060.7517606 6395.193574 0
10063.8499972 6395.193574 0
10066.9482338 6395.193574 0
10070.0464704 6395.193574 0
10073.144707 6395.193574 0
10076.2429436 6395.193574 0
10079.3411802 6395.193574 0
10082.4394168 6395.193574 0
10085.5376534 6395.193574 0
10088.63589 6395.193574 0
10091.7341266 6395.193574 0
10094.8323632 6395.193574 0
10097.9305998 6395.193574 0
10101.0288364 6395.193574 0
10104.127073 6395.193574 0
10107.2253096 6395.193574 0
10110.3235462 6395.193574 0
10113.4217828 6395.193574 0
10116.5200194 6395.193574 0
10119.6182559 6395.193574 0
10122.7164925 6395.193574 0
10125.8147291 6395.193574 0
10128.9129657 6395.193574 0
10132.0112023 6395.193574 0
10135.1094389 6395.193574 0
10138.2076755 6395.193574 0
10141.3059121 6395.193574 0
10144.4041487 6395.193574 0
10147.5023853 6395.193574 0
10150.6006219 6395.193574 0
10153.6988585 6395.193574 0
10156.7970951 6395.193574 0
10159.8953317 6395.193574 0
10162.9935683 6395.193574 0
10166.0918049 6395.193574 0
10169.1900415 6395.193574 0
10172.2882781 6395.193574 0
10175.3865147 6395.193574 0
10178.4847512 6395.193574 0
10181.5829878 6395.193574 0
10184.6812244 6395.193574 0
10187.779461 6395.193574 0
10190.8776976 6395.193574 0
10193.9759342 6395.193574 0
10197.0741708 6395.193574 0
10200.1724074 6395.193574 0
10203.270644 6395.193574 0
10206.3688806 6395.193574 0
10209.4671172 6395.193574 0
10212.5653538 6395.193574 0
10215.6635904 6395.193574 0
10218.761827 6395.193574 0
10221.8600636 6395.193574 0
10224.9583002 6395.193574 0
10228.0565368 6395.193574 0
10231.1547734 6395.193574 0
10234.25301 6395.193574 0
10237.3512466 6395.193574 0
10240.4494831 6395.193574 0
10243.5477197 6395.193574 0
10246.6459563 6395.193574 0
10249.7441929 6395.193574 0
10252.8424295 6395.193574 0
10255.9406661 6395.193574 0
10259.0389027 6395.193574 0
10262.1371393 6395.193574 0
10265.2353759 6395.193574 0
10268.3336125 6395.193574 0
10271.4318491 6395.193574 0
10274.5300857 6395.193574 0
10277.6283223 6395.193574 0
10280.7265589 6395.193574 0
10283.8247955 6395.193574 0
10286.9230321 6395.193574 0
10290.0212687 6395.193574 0
10293.1195053 6395.193574 0
10296.2177419 6395.193574 0
10299.3159784 6395.193574 0
10302.414215 6395.193574 0
10305.5124516 6395.193574 0
10308.6106882 6395.193574 0
10311.7089248 6395.193574 0
10314.8071614 6395.193574 0
10317.905398 6395.193574 0
10321.0036346 6395.193574 0
10324.1018712 6395.193574 0
10327.2001078 6395.193574 0
10330.2983444 6395.193574 0
10333.396581 6395.193574 0
10336.4948176 6395.193574 0
10339.5930542 6395.193574 0
10342.6912908 6395.193574 0
10345.7895274 6395.193574 0
10348.887764 6395.193574 0
10351.9860006 6395.193574 0
10355.0842372 6395.193574 0
10358.1824737 6395.193574 0
10361.2807103 6395.193574 0
10364.3789469 6395.193574 0
10367.4771835 6395.193574 0
10370.5754201 6395.193574 0
10373.6736567 6395.193574 0
10376.7718933 6395.193574 0
10379.8701299 6395.193574 0
10382.9683665 6395.193574 0
10386.0666031 6395.193574 0
10389.1648397 6395.193574 0
10392.2630763 6395.193574 0
10395.3613129 6395.193574 0
10398.4595495 6395.193574 0
10401.5577861 6395.193574 0
10404.6560227 6395.193574 0
10407.7542593 6395.193574 0
10410.8524959 6395.193574 0
10413.9507325 6395.193574 0
10417.0489691 6395.193574 0
10420.1472056 6395.193574 0
10423.2454422 6395.193574 0
10426.3436788 6395.193574 0
10429.4419154 6395.193574 0
10432.540152 6395.193574 0
10435.6383886 6395.193574 0
10438.7366252 6395.193574 0
10441.8348618 6395.193574 0
10444.9330984 6395.193574 0
10448.031335 6395.193574 0
10451.1295716 6395.193574 0
10454.2278082 6395.193574 0
10457.3260448 6395.193574 0
10460.4242814 6395.193574 0
10463.522518 6395.193574 0
10466.6207546 6395.193574 0
10469.7189912 6395.193574 0
10472.8172278 6395.193574 0
10475.9154644 6395.193574 0
10479.0137009 6395.193574 0
10482.1119375 6395.193574 0
10485.2101741 6395.193574 0
10488.3084107 6395.193574 0
