-20.1 -20.1 1 -0.0139052275598 -0.0139002986133 -0.0248838313028
-20.1 -19.9 1 -0.0143278695459 -0.0141617877569 -0.0256749480629
-20.1 -19.7 1 -0.0147640564105 -0.0144264859164 -0.0264794383061
-20.1 -19.5 1 -0.0152141678765 -0.0146942535278 -0.0272974034077
-20.1 -19.3 1 -0.015678585556 -0.0149649335478 -0.0281289346937
-20.1 -19.1 1 -0.0161576918604 -0.0152383504102 -0.0289741125782
-20.1 -18.9 1 -0.0166518687825 -0.0155143089718 -0.0298330056687
-20.1 -18.7 1 -0.0171614965469 -0.0157925934539 -0.0307056698381
-20.1 -18.5 1 -0.0176869521187 -0.0160729663895 -0.0315921472691
-20.1 -18.3 1 -0.0182286075667 -0.0163551675838 -0.0324924654695
-20.1 -18.1 1 -0.0187868282721 -0.0166389131009 -0.0334066362641
-20.1 -17.9 1 -0.0193619709824 -0.0169238942881 -0.0343346547652
-20.1 -17.7 1 -0.0199543817017 -0.0172097768515 -0.0352764983257
-20.1 -17.5 1 -0.020564393419 -0.017496199999 -0.0362321254799
-20.1 -17.3 1 -0.0211923236706 -0.017782775666 -0.037201474875
-20.1 -17.1 1 -0.0218384719407 -0.018069087843 -0.0381844642024
-20.1 -16.9 1 -0.0225031169004 -0.0183546920244 -0.039180989131
-20.1 -16.7 1 -0.0231865134939 -0.0186391147974 -0.0401909222523
-20.1 -16.5 1 -0.0238888898772 -0.0189218535948 -0.0412141120427
-20.1 -16.3 1 -0.0246104442253 -0.0192023766331 -0.0422503818521
-20.1 -16.1 1 -0.0253513414181 -0.0194801230573 -0.0432995289263
-20.1 -15.9 1 -0.0261117096285 -0.0197545033185 -0.0443613234722
-20.1 -15.7 1 -0.0268916368329 -0.0200248998039 -0.0454355077752
-20.1 -15.5 1 -0.0276911672716 -0.0202906677443 -0.0465217953786
-20.1 -15.3 1 -0.0285102978913 -0.0205511364167 -0.0476198703333
-20.1 -15.1 1 -0.0293489748038 -0.0208056106643 -0.0487293865296
-20.1 -14.9 1 -0.0302070898022 -0.0210533727481 -0.049849967119
-20.1 -14.7 1 -0.031084476977 -0.0212936845442 -0.0509812040371
-20.1 -14.5 1 -0.0319809094806 -0.0215257900966 -0.0521226576364
-20.1 -14.3 1 -0.032896096492 -0.0217489185292 -0.053273856437
-20.1 -14.1 1 -0.0338296804322 -0.021962287318 -0.0544342970061
-20.1 -13.9 1 -0.0347812344893 -0.0221651059147 -0.0556034439712
-20.1 -13.7 1 -0.0357502605078 -0.0223565797107 -0.0567807301756
-20.1 -13.5 1 -0.0367361872989 -0.0225359143194 -0.0579655569808
-20.1 -13.3 1 -0.0377383694271 -0.0227023201489 -0.0591572947221
-20.1 -13.1 1 -0.0387560865257 -0.0228550172306 -0.0603552833183
-20.1 -12.9 1 -0.0397885431891 -0.0229932402588 -0.0615588330403
